43940
12,49e230b3-1d8c-4aa9-b713-6a83f628b199
20,bd769503-12f6-4a36-b7d9-829355de4252
15,55f21134-7e50-4df4-85cf-330760666efc
21,5a429919-0a85-40a2-8557-5508a6d7f6c4
6,dfdb93b6-c1aa-4d27-a07a-31305354e961
19,1b6219ef-149e-4ce8-bab6-f2c356646029
11,6588dd8e-8d8b-4ef9-a9a8-8f986595f69a
4,9a863b39-d2ea-4b07-ac6f-60802d6537b7
25,98fe955d-0ed5-4906-93d9-2dad31ef110a
22,aafd46e0-eab9-4101-8c7c-fed5c3fff3f0
27,f4f4fedb-bb16-4a8c-ad65-7d5147b10e0e
16,75986d46-143a-435c-94b1-633c4637c994
24,ffd70cdd-8296-4d69-a4cc-e2f036112172
7,4fd33a53-9c0d-41fe-80a9-fa05fff899cc
23,ea51f5d3-ba30-4081-9ba6-6ca38523b8bc
13,461e89e8-ffeb-4467-bf34-807628c6b125
52,44beb961-d7ad-4bc6-87b6-11f5b6371b89
17,1c1eab6c-125f-446a-a361-a43d59d0a7d8
10,fba7a72c-da78-42ac-af8c-e80dffcfe022
14,03c6c27e-9d4f-4bda-b90a-adf680e28c17
3,693ba02c-02c9-4c91-b040-5e880cf43aee
9,fd78edc3-f2d6-41d2-ab92-ed6553bbb7a6
